time,current,power,marker
 3.0592,349.0,1584.6345,marker1
 3.0594,349.5,1586.9047,marker1
 3.0596,349.5,1586.9047,marker1
 3.0598,348.5,1582.3642,marker1
 3.0600,349.0,1584.6345,marker1
 3.0602,349.5,1586.9047,marker1
 3.0604,349.0,1584.6345,marker1
 3.0606,349.0,1584.6345,marker1
 3.0608,349.0,1584.6345,marker1
 3.0610,349.5,1586.9047,marker1
 3.0612,349.0,1584.6345,marker1
 3.0614,349.5,1586.9047,marker1
 3.0616,349.5,1587.2542,marker1
 3.0618,350.0,1589.5250,marker1
 3.0620,349.5,1587.2542,marker1
 3.0622,349.5,1587.2542,marker1
 3.0624,349.5,1586.9047,marker1
 3.0626,350.0,1589.1750,marker1
 3.0628,349.5,1586.9047,marker1
 3.0630,350.0,1589.1750,marker1
 3.0632,355.0,1611.8775,marker1
 3.0634,349.5,1586.9047,marker1
 3.0636,349.0,1584.6345,marker1
 3.0638,349.0,1584.6345,marker1
 3.0640,349.5,1586.9047,marker1
 3.0642,349.0,1584.6345,marker1
 3.0644,349.0,1584.6345,marker1
 3.0646,349.5,1586.9047,marker1
 3.0648,349.0,1584.6345,marker1
 3.0650,350.0,1589.1750,marker1
 3.0652,349.0,1584.6345,marker1
 3.0654,349.5,1586.9047,marker1
 3.0656,349.5,1586.9047,marker1
 3.0658,348.5,1582.3642,marker1
 3.0660,349.5,1587.2542,marker1
 3.0662,355.5,1614.1477,marker1
 3.0664,342.5,1555.4638,marker1
 3.0666,349.0,1584.6345,marker1
 3.0668,349.0,1584.6345,marker1
 3.0670,349.5,1586.9047,marker1
 3.0672,349.0,1584.6345,marker1
 3.0674,349.5,1586.9047,marker1
 3.0676,349.5,1586.9047,marker1
 3.0678,349.0,1584.6345,marker1
 3.0680,349.0,1584.6345,marker1
 3.0682,350.0,1589.1750,marker1
 3.0684,351.5,1595.9857,marker1
 3.0686,351.5,1595.9857,marker1
 3.0688,351.5,1595.9857,marker1
 3.0690,351.5,1596.3373,marker1
 3.0692,351.0,1593.7155,marker1
 3.0694,351.5,1595.9857,marker1
 3.0696,351.5,1595.9857,marker1
 3.0698,351.5,1595.9857,marker1
 3.0700,351.5,1596.3373,marker1
 3.0702,351.0,1594.0665,marker1
 3.0704,352.0,1598.6080,marker1
 3.0706,351.5,1595.9857,marker1
 3.0708,351.0,1594.0665,marker1
 3.0710,352.0,1598.6080,marker1
 3.0712,357.0,1621.3155,marker1
 3.0714,352.0,1598.2560,marker1
 3.0716,351.5,1595.9857,marker1
 3.0718,352.0,1598.2560,marker1
 3.0720,351.5,1596.3373,marker1
 3.0722,351.5,1595.9857,marker1
 3.0724,351.5,1595.9857,marker1
 3.0726,351.5,1595.9857,marker1
 3.0728,351.5,1595.9857,marker1
 3.0730,351.5,1596.3373,marker1
 3.0732,351.5,1595.9857,marker1
 3.0734,352.0,1598.2560,marker1
 3.0736,351.5,1595.9857,marker1
 3.0738,351.5,1596.3373,marker1
 3.0740,351.5,1595.9857,marker1
 3.0742,352.0,1598.2560,marker1
 3.0744,352.0,1598.2560,marker1
 3.0746,351.5,1596.3373,marker1
 3.0748,351.5,1595.9857,marker1
 3.0750,352.5,1600.8788,marker1
 3.0752,352.0,1598.6080,marker1
 3.0754,351.0,1593.7155,marker1
 3.0756,351.5,1595.9857,marker1
 3.0758,351.5,1595.9857,marker1
 3.0760,351.5,1595.9857,marker1
 3.0762,351.5,1595.9857,marker1
 3.0764,351.5,1595.9857,marker1
 3.0766,351.0,1593.7155,marker1
 3.0768,351.5,1595.9857,marker1
 3.0770,351.5,1596.3373,marker1
 3.0772,351.0,1593.7155,marker1
 3.0774,352.0,1598.2560,marker1
 3.0776,351.5,1595.9857,marker1
 3.0778,351.5,1595.9857,marker1
 3.0780,351.5,1595.9857,marker1
 3.0782,352.0,1598.2560,marker1
 3.0784,351.0,1593.7155,marker1
 3.0786,351.5,1596.3373,marker1
 3.0788,351.5,1595.9857,marker1
 3.0790,352.0,1598.6080,marker1
 3.0792,357.0,1621.3155,marker1
 3.0794,352.5,1600.5262,marker1
 3.0796,352.0,1598.2560,marker1
 3.0798,351.5,1595.9857,marker1
 3.0800,351.5,1595.9857,marker1
 3.0802,352.0,1598.2560,marker1
 3.0804,352.0,1598.2560,marker1
 3.0806,351.5,1595.9857,marker1
 3.0808,351.5,1595.9857,marker1
 3.0810,351.5,1595.9857,marker1
 3.0812,351.5,1595.6343,marker1
 3.0814,351.0,1593.7155,marker1
 3.0816,351.5,1595.9857,marker1
 3.0818,352.0,1598.2560,marker1
 3.0820,351.5,1596.3373,marker1
 3.0822,351.5,1596.3373,marker1
 3.0824,351.5,1595.9857,marker1
 3.0826,351.5,1595.9857,marker1
 3.0828,351.0,1593.7155,marker1
 3.0830,351.5,1595.9857,marker1
 3.0832,351.0,1593.7155,marker1
 3.0834,351.5,1596.3373,marker1
 3.0836,351.5,1595.9857,marker1
 3.0838,351.5,1595.9857,marker1
 3.0840,351.5,1596.3373,marker1
 3.0842,357.5,1623.2287,marker1
 3.0844,345.0,1566.4725,marker1
 3.0846,351.5,1595.9857,marker1
 3.0848,351.5,1595.9857,marker1
 3.0850,352.5,1600.5262,marker1
 3.0852,351.0,1594.0665,marker1
 3.0854,351.5,1595.9857,marker1
 3.0856,351.0,1593.7155,marker1
 3.0858,351.5,1595.9857,marker1
 3.0860,351.5,1596.3373,marker1
 3.0862,351.5,1596.3373,marker1
 3.0864,351.5,1595.9857,marker1
 3.0866,351.5,1596.3373,marker1
 3.0868,351.5,1595.9857,marker1
 3.0870,351.5,1595.9857,marker1
 3.0872,357.0,1620.9585,marker1
 3.0874,352.5,1600.5262,marker1
 3.0876,351.5,1595.9857,marker1
 3.0878,351.5,1595.9857,marker1
 3.0880,352.0,1598.2560,marker1
 3.0882,351.5,1595.9857,marker1
 3.0884,351.5,1595.9857,marker1
 3.0886,352.0,1598.2560,marker1
 3.0888,351.0,1593.7155,marker1
 3.0890,351.5,1595.9857,marker1
 3.0892,351.0,1594.0665,marker1
 3.0894,352.0,1598.2560,marker1
 3.0896,351.5,1595.9857,marker1
 3.0898,351.5,1595.9857,marker1
 3.0900,351.5,1596.3373,marker1
 3.0902,351.5,1596.3373,marker1
 3.0904,351.5,1595.9857,marker1
 3.0906,351.5,1595.9857,marker1
 3.0908,352.0,1598.6080,marker1
 3.0910,352.0,1598.6080,marker1
 3.0912,351.5,1595.9857,marker1
 3.0914,352.0,1598.2560,marker1
 3.0916,351.5,1595.9857,marker1
 3.0918,353.0,1602.7965,marker1
 3.0920,351.5,1596.3373,marker1
 3.0922,351.5,1596.3373,marker1
 3.0924,351.5,1595.9857,marker1
 3.0926,351.5,1595.9857,marker1
 3.0928,351.0,1593.7155,marker1
 3.0930,351.5,1595.9857,marker1
 3.0932,351.5,1595.9857,marker1
 3.0934,351.0,1593.7155,marker1
 3.0936,351.0,1594.0665,marker1
 3.0938,351.0,1593.7155,marker1
 3.0940,351.5,1596.3373,marker1
 3.0942,351.0,1593.7155,marker1
 3.0944,352.0,1598.2560,marker1
 3.0946,351.5,1595.9857,marker1
 3.0948,351.0,1593.7155,marker1
 3.0950,352.5,1600.8788,marker1
 3.0952,356.0,1616.7740,marker1
 3.0954,352.5,1600.1738,marker1
 3.0956,352.0,1598.6080,marker1
 3.0958,352.0,1598.2560,marker1
 3.0960,352.0,1598.6080,marker1
 3.0962,352.0,1598.6080,marker1
 3.0964,351.5,1595.9857,marker1
 3.0966,351.5,1595.9857,marker1
 3.0968,351.5,1595.9857,marker1
 3.0970,351.5,1595.9857,marker1
 3.0972,351.5,1595.9857,marker1
 3.0974,351.5,1595.9857,marker1
 3.0976,351.0,1593.7155,marker1
 3.0978,351.5,1596.3373,marker1
 3.0980,351.5,1596.3373,marker1
 3.0982,351.5,1595.9857,marker1
 3.0984,351.5,1595.9857,marker1
 3.0986,351.5,1595.9857,marker1
 3.0988,351.5,1596.3373,marker1
 3.0990,351.5,1595.9857,marker1
 3.0992,351.5,1595.9857,marker1
 3.0994,351.0,1593.7155,marker1
 3.0996,351.5,1595.9857,marker1
 3.0998,351.5,1596.3373,marker1
 3.1000,351.5,1596.3373,marker1
 3.1002,351.0,1593.7155,marker1
 3.1004,351.5,1595.9857,marker1
 3.1006,351.5,1595.6343,marker1
 3.1008,351.5,1595.9857,marker1
 3.1010,351.5,1596.3373,marker1
 3.1012,351.0,1593.7155,marker1
 3.1014,351.5,1596.3373,marker1
 3.1016,351.0,1593.7155,marker1
 3.1018,352.5,1600.5262,marker1
 3.1020,351.5,1595.9857,marker1
 3.1022,357.5,1623.2287,marker1
 3.1024,345.5,1568.7427,marker1
 3.1026,351.0,1593.7155,marker1
 3.1028,351.5,1595.6343,marker1
 3.1030,352.0,1598.2560,marker1
 3.1032,356.5,1618.6882,marker1
 3.1034,352.5,1600.5262,marker1
 3.1036,351.5,1595.9857,marker1
 3.1038,351.5,1595.9857,marker1
 3.1040,351.5,1596.3373,marker1
 3.1042,351.5,1595.9857,marker1
 3.1044,351.5,1595.9857,marker1
 3.1046,351.5,1596.3373,marker1
 3.1048,351.0,1593.7155,marker1
 3.1050,352.5,1600.8788,marker1
 3.1052,352.0,1598.6080,marker1
 3.1054,351.0,1594.0665,marker1
 3.1056,351.5,1595.9857,marker1
 3.1058,351.0,1593.7155,marker1
 3.1060,351.5,1596.3373,marker1
 3.1062,351.5,1595.9857,marker1
 3.1064,351.5,1595.9857,marker1
 3.1066,351.0,1593.7155,marker1
 3.1068,351.5,1595.9857,marker1
 3.1070,351.5,1595.9857,marker1
 3.1072,351.5,1595.9857,marker1
 3.1074,352.0,1598.2560,marker1
 3.1076,351.5,1596.3373,marker1
 3.1078,351.0,1593.7155,marker1
 3.1080,352.0,1598.2560,marker1
 3.1082,351.0,1594.0665,marker1
 3.1084,352.0,1598.2560,marker1
 3.1086,351.5,1595.9857,marker1
 3.1088,351.0,1593.7155,marker1
 3.1090,351.5,1595.9857,marker1
 3.1092,351.5,1595.9857,marker1
 3.1094,351.5,1595.9857,marker1
 3.1096,351.0,1594.0665,marker1
 3.1098,351.0,1593.7155,marker1
 3.1100,351.5,1596.3373,marker1
 3.1102,351.5,1595.9857,marker1
 3.1104,351.5,1595.9857,marker1
 3.1106,351.5,1595.9857,marker1
 3.1108,351.5,1595.9857,marker1
 3.1110,351.5,1595.9857,marker1
 3.1112,358.0,1625.4990,marker1
 3.1114,352.0,1598.2560,marker1
 3.1116,351.5,1595.9857,marker1
 3.1118,352.0,1598.2560,marker1
 3.1120,351.5,1595.9857,marker1
 3.1122,352.0,1598.2560,marker1
 3.1124,352.5,1600.8788,marker1
 3.1126,351.5,1595.9857,marker1
 3.1128,352.0,1598.6080,marker1
 3.1130,352.0,1598.6080,marker1
 3.1132,351.5,1595.9857,marker1
 3.1134,351.5,1595.9857,marker1
 3.1136,351.5,1596.3373,marker1
 3.1138,351.5,1595.9857,marker1
 3.1140,351.5,1595.9857,marker1
 3.1142,351.5,1595.9857,marker1
 3.1144,351.5,1596.3373,marker1
 3.1146,351.5,1596.3373,marker1
 3.1148,351.0,1593.7155,marker1
 3.1150,352.5,1600.8788,marker1
 3.1152,351.0,1594.0665,marker1
 3.1154,352.0,1598.2560,marker1
 3.1156,351.5,1596.3373,marker1
 3.1158,351.5,1595.9857,marker1
 3.1160,352.0,1598.6080,marker1
 3.1162,351.0,1594.0665,marker1
 3.1164,351.5,1595.9857,marker1
 3.1166,351.5,1595.9857,marker1
 3.1168,351.5,1595.9857,marker1
 3.1170,351.5,1595.9857,marker1
 3.1172,352.0,1598.2560,marker1
 3.1174,351.5,1595.9857,marker1
 3.1176,351.5,1595.9857,marker1
 3.1178,351.5,1596.3373,marker1
 3.1180,351.5,1596.3373,marker1
 3.1182,351.0,1593.7155,marker1
 3.1184,352.0,1598.2560,marker1
 3.1186,351.0,1593.7155,marker1
 3.1188,351.5,1595.9857,marker1
 3.1190,351.0,1593.7155,marker1
 3.1192,356.0,1616.4180,marker1
 3.1194,352.5,1600.5262,marker1
 3.1196,351.0,1593.7155,marker1
 3.1198,351.0,1593.7155,marker1
 3.1200,352.0,1598.2560,marker1
 3.1202,358.0,1625.4990,marker1
 3.1204,344.5,1564.5467,marker1
 3.1206,351.5,1595.9857,marker1
 3.1208,351.0,1594.0665,marker1
 3.1210,352.0,1598.6080,marker1
 3.1212,351.5,1595.9857,marker1
 3.1214,351.5,1596.3373,marker1
 3.1216,351.5,1595.9857,marker1
 3.1218,352.5,1600.5262,marker1
 3.1220,351.5,1595.9857,marker1
 3.1222,351.5,1595.9857,marker1
 3.1224,351.5,1595.9857,marker1
 3.1226,351.5,1595.9857,marker1
 3.1228,351.5,1595.9857,marker1
 3.1230,351.5,1595.9857,marker1
 3.1232,351.5,1595.9857,marker1
 3.1234,351.0,1593.7155,marker1
 3.1236,351.5,1595.9857,marker1
 3.1238,351.5,1595.9857,marker1
 3.1240,351.5,1596.3373,marker1
 3.1242,351.5,1595.9857,marker1
 3.1244,352.0,1598.2560,marker1
 3.1246,351.0,1593.7155,marker1
 3.1248,351.5,1595.9857,marker1
 3.1250,352.5,1600.5262,marker1
 3.1252,352.0,1598.2560,marker1
 3.1254,379.5,1723.1197,marker1
 3.1256,382.0,1734.8530,marker1
 3.1258,352.0,1598.2560,marker1
 3.1260,351.5,1596.3373,marker1
 3.1262,351.5,1595.9857,marker1
 3.1264,351.0,1593.7155,marker1
 3.1266,351.0,1593.7155,marker1
 3.1268,351.0,1593.7155,marker1
 3.1270,351.5,1595.9857,marker1
 3.1272,359.0,1630.0395,marker1
 3.1274,353.0,1602.7965,marker1
 3.1276,351.0,1593.7155,marker1
 3.1278,351.5,1595.9857,marker1
 3.1280,352.0,1598.2560,marker1
 3.1282,351.0,1593.7155,marker1
 3.1284,352.0,1598.2560,marker1
 3.1286,351.5,1595.9857,marker1
 3.1288,352.0,1598.2560,marker1
 3.1290,352.0,1598.2560,marker1
 3.1292,352.5,1600.5262,marker1
 3.1294,352.0,1598.2560,marker1
 3.1296,352.0,1598.2560,marker1
 3.1298,351.5,1596.3373,marker1
 3.1300,351.5,1595.9857,marker1
 3.1302,359.5,1632.3097,marker1
 3.1304,351.5,1596.3373,marker1
 3.1306,351.5,1595.6343,marker1
 3.1308,351.5,1595.9857,marker1
 3.1310,351.5,1596.3373,marker1
 3.1312,351.0,1593.7155,marker1
 3.1314,352.0,1598.2560,marker1
 3.1316,351.5,1595.9857,marker1
 3.1318,352.5,1600.5262,marker1
 3.1320,351.5,1595.9857,marker1
 3.1322,351.5,1595.9857,marker1
 3.1324,352.0,1598.2560,marker1
 3.1326,351.5,1595.9857,marker1
 3.1328,351.5,1596.3373,marker1
 3.1330,351.5,1595.9857,marker1
 3.1332,351.0,1594.0665,marker1
 3.1334,351.5,1595.9857,marker1
 3.1336,351.0,1593.7155,marker1
 3.1338,351.5,1595.9857,marker1
 3.1340,351.5,1596.3373,marker1
 3.1342,351.5,1595.9857,marker1
 3.1344,352.0,1598.2560,marker1
 3.1346,351.5,1595.9857,marker1
 3.1348,351.5,1595.9857,marker1
 3.1350,352.5,1600.5262,marker1
 3.1352,356.0,1616.7740,marker1
 3.1354,352.0,1598.2560,marker1
 3.1356,351.5,1595.9857,marker1
 3.1358,351.0,1594.0665,marker1
 3.1360,351.5,1595.9857,marker1
 3.1362,351.0,1593.7155,marker1
 3.1364,352.0,1598.2560,marker1
 3.1366,351.0,1593.7155,marker1
 3.1368,351.5,1596.3373,marker1
 3.1370,351.5,1595.9857,marker1
 3.1372,351.0,1593.7155,marker1
 3.1374,351.5,1595.9857,marker1
 3.1376,351.5,1595.9857,marker1
 3.1378,351.0,1593.7155,marker1
 3.1380,351.5,1595.9857,marker1
 3.1382,358.0,1625.4990,marker1
 3.1384,344.5,1564.2022,marker1
 3.1386,351.5,1595.9857,marker1
 3.1388,351.5,1595.9857,marker1
 3.1390,351.5,1595.9857,marker1
 3.1392,351.0,1593.7155,marker1
 3.1394,352.0,1598.2560,marker1
 3.1396,351.5,1595.9857,marker1
 3.1398,351.5,1595.9857,marker1
 3.1400,351.5,1595.9857,marker1
 3.1402,351.0,1593.7155,marker1
 3.1404,351.5,1595.9857,marker1
 3.1406,351.0,1593.7155,marker1
 3.1408,351.5,1595.9857,marker1
 3.1410,351.5,1595.9857,marker1
 3.1412,351.5,1595.9857,marker1
 3.1414,351.0,1594.0665,marker1
 3.1416,351.0,1593.7155,marker1
 3.1418,353.5,1605.0667,marker1
 3.1420,351.5,1595.9857,marker1
 3.1422,351.5,1595.9857,marker1
 3.1424,351.5,1595.9857,marker1
 3.1426,351.0,1593.7155,marker1
 3.1428,351.5,1595.9857,marker1
 3.1430,351.0,1593.7155,marker1
 3.1432,356.5,1619.0448,marker1
 3.1434,352.5,1600.5262,marker1
 3.1436,351.0,1593.7155,marker1
 3.1438,351.5,1595.9857,marker1
 3.1440,351.5,1595.9857,marker1
 3.1442,351.5,1595.9857,marker1
 3.1444,351.0,1593.3645,marker1
 3.1446,351.5,1595.9857,marker1
 3.1448,351.5,1595.9857,marker1
 3.1450,352.5,1600.5262,marker1
 3.1452,351.5,1595.9857,marker1
 3.1454,351.5,1595.9857,marker1
 3.1456,351.5,1595.9857,marker1
 3.1458,352.0,1598.6080,marker1
 3.1460,352.0,1598.6080,marker1
 3.1462,352.0,1598.6080,marker1
 3.1464,352.0,1598.2560,marker1
 3.1466,351.5,1596.3373,marker1
 3.1468,351.5,1595.9857,marker1
 3.1470,351.5,1595.9857,marker1
 3.1472,351.5,1595.9857,marker1
 3.1474,351.0,1593.7155,marker1
 3.1476,351.5,1595.9857,marker1
 3.1478,351.5,1595.9857,marker1
 3.1480,351.5,1596.3373,marker1
 3.1482,351.0,1593.7155,marker1
 3.1484,351.5,1595.9857,marker1
 3.1486,351.5,1595.9857,marker1
 3.1488,351.5,1595.9857,marker1
 3.1490,351.5,1595.9857,marker1
 3.1492,351.5,1596.3373,marker1
 3.1494,351.5,1596.3373,marker1
 3.1496,351.5,1596.3373,marker1
 3.1498,351.0,1593.7155,marker1
 3.1500,351.5,1596.3373,marker1
 3.1502,351.0,1593.7155,marker1
 3.1504,351.5,1595.9857,marker1
 3.1506,351.0,1594.0665,marker1
 3.1508,351.5,1595.9857,marker1
 3.1510,351.5,1595.9857,marker1
 3.1512,356.5,1618.6882,marker1
 3.1514,352.5,1600.5262,marker1
 3.1516,351.0,1593.7155,marker1
 3.1518,352.0,1598.6080,marker1
 3.1520,351.5,1595.9857,marker1
 3.1522,351.0,1594.0665,marker1
 3.1524,351.5,1595.9857,marker1
 3.1526,351.0,1593.7155,marker1
 3.1528,351.5,1596.3373,marker1
 3.1530,351.5,1596.3373,marker1
 3.1532,351.5,1595.9857,marker1
 3.1534,351.5,1596.3373,marker1
 3.1536,351.0,1593.7155,marker1
 3.1538,351.5,1595.9857,marker1
 3.1540,351.5,1595.9857,marker1
 3.1542,351.5,1595.9857,marker1
 3.1544,351.5,1596.3373,marker1
 3.1546,351.5,1595.9857,marker1
 3.1548,351.5,1596.3373,marker1
 3.1550,352.5,1600.5262,marker1
 3.1552,351.0,1593.7155,marker1
 3.1554,352.0,1598.2560,marker1
 3.1556,351.5,1595.9857,marker1
 3.1558,351.0,1594.0665,marker1
 3.1560,351.5,1595.9857,marker1
 3.1562,358.0,1625.4990,marker1
 3.1564,344.5,1564.5467,marker1
 3.1566,351.5,1595.9857,marker1
 3.1568,351.5,1595.9857,marker1
 3.1570,351.5,1595.9857,marker1
 3.1572,351.0,1593.7155,marker1
 3.1574,351.5,1595.9857,marker1
 3.1576,351.5,1595.9857,marker1
 3.1578,351.5,1596.3373,marker1
 3.1580,351.5,1595.9857,marker1
 3.1582,351.5,1595.9857,marker1
 3.1584,352.0,1598.2560,marker1
 3.1586,351.5,1595.9857,marker1
 3.1588,351.5,1595.9857,marker1
 3.1590,351.5,1595.9857,marker1
 3.1592,355.5,1614.1477,marker1
 3.1594,352.5,1600.5262,marker1
 3.1596,351.0,1594.0665,marker1
 3.1598,351.5,1595.9857,marker1
 3.1600,351.0,1593.7155,marker1
 3.1602,351.0,1594.0665,marker1
 3.1604,351.5,1595.9857,marker1
 3.1606,351.0,1594.0665,marker1
 3.1608,351.5,1595.9857,marker1
 3.1610,351.5,1595.9857,marker1
 3.1612,351.5,1596.3373,marker1
 3.1614,351.5,1595.9857,marker1
 3.1616,351.5,1596.3373,marker1
 3.1618,352.5,1600.8788,marker1
 3.1620,351.5,1596.3373,marker1
 3.1622,352.0,1598.2560,marker1
 3.1624,351.5,1595.9857,marker1
 3.1626,352.0,1598.2560,marker1
 3.1628,352.0,1598.2560,marker1
 3.1630,352.0,1598.2560,marker1
 3.1632,351.5,1595.9857,marker1
 3.1634,351.5,1595.9857,marker1
 3.1636,351.5,1595.9857,marker1
 3.1638,350.5,1591.4452,marker1
 3.1640,371.5,1686.7957,marker1
 3.1642,395.0,1793.1025,marker1
 3.1644,390.0,1770.7950,marker1
 3.1646,385.5,1750.3628,marker1
 3.1648,383.0,1739.0115,marker1
 3.1650,382.5,1737.1237,marker1
 3.1652,381.5,1732.2007,marker1
 3.1654,380.0,1725.3900,marker1
 3.1656,350.0,1589.1750,marker1
 3.1658,349.0,1584.6345,marker1
 3.1660,349.5,1586.9047,marker1
 3.1662,356.5,1618.6882,marker1
 3.1664,387.5,1759.4437,marker1
 3.1666,381.5,1732.2007,marker1
 3.1668,379.0,1721.2285,marker1
 3.1670,355.5,1614.1477,marker1
 3.1672,353.5,1605.0667,marker1
 3.1674,350.5,1591.4452,marker1
 3.1676,349.0,1584.6345,marker1
 3.1678,349.0,1584.6345,marker1
 3.1680,350.0,1589.1750,marker1
 3.1682,349.5,1586.9047,marker1
 3.1684,349.0,1584.6345,marker1
 3.1686,349.0,1584.6345,marker1
 3.1688,349.0,1584.6345,marker1
 3.1690,349.5,1586.9047,marker1
 3.1692,349.0,1584.9835,marker1
 3.1694,349.0,1584.6345,marker1
 3.1696,349.0,1584.6345,marker1
 3.1698,349.0,1584.6345,marker1
 3.1700,349.5,1586.5553,marker1
 3.1702,349.0,1584.6345,marker1
 3.1704,349.5,1586.9047,marker1
 3.1706,349.0,1584.6345,marker1
 3.1708,349.5,1586.9047,marker1
 3.1710,349.0,1584.9835,marker1
 3.1712,349.5,1586.9047,marker1
 3.1714,349.0,1584.6345,marker1
 3.1716,349.0,1584.6345,marker1
 3.1718,350.0,1589.1750,marker1
 3.1720,349.0,1584.6345,marker1
 3.1722,349.0,1584.9835,marker1
 3.1724,349.0,1584.6345,marker1
 3.1726,349.0,1584.6345,marker1
 3.1728,349.5,1587.2542,marker1
 3.1730,349.0,1584.9835,marker1
 3.1732,349.0,1584.9835,marker1
 3.1734,349.5,1587.2542,marker1
 3.1736,349.0,1584.6345,marker1
 3.1738,349.5,1586.9047,marker1
 3.1740,349.5,1586.9047,marker1
 3.1742,356.0,1616.4180,marker1
 3.1744,342.5,1555.1212,marker1
 3.1746,349.0,1584.9835,marker1
 3.1748,349.0,1584.6345,marker1
 3.1750,350.0,1589.1750,marker1
 3.1752,354.0,1607.6910,marker1
 3.1754,350.5,1591.7957,marker1
 3.1756,349.0,1584.9835,marker1
 3.1758,349.0,1584.6345,marker1
 3.1760,349.0,1584.6345,marker1
 3.1762,348.5,1582.3642,marker1
 3.1764,349.5,1586.9047,marker1
 3.1766,349.0,1584.6345,marker1
 3.1768,349.0,1584.6345,marker1
 3.1770,349.0,1584.6345,marker1
 3.1772,349.0,1584.9835,marker1
 3.1774,349.0,1584.6345,marker1
 3.1776,348.5,1582.3642,marker1
 3.1778,349.0,1584.9835,marker1
 3.1780,349.5,1586.9047,marker1
 3.1782,349.0,1584.6345,marker1
 3.1784,349.5,1586.9047,marker1
 3.1786,349.0,1584.6345,marker1
 3.1788,349.5,1586.9047,marker1
 3.1790,349.5,1586.9047,marker1
 3.1792,349.5,1587.2542,marker1
 3.1794,349.5,1586.9047,marker1
 3.1796,349.5,1586.9047,marker1
 3.1798,349.0,1584.6345,marker1
 3.1800,349.5,1586.9047,marker1
 3.1802,350.0,1589.1750,marker1
 3.1804,349.0,1584.6345,marker1
 3.1806,349.0,1584.6345,marker1
 3.1808,349.0,1584.2855,marker1
 3.1810,349.0,1584.6345,marker1
 3.1812,349.0,1584.6345,marker1
 3.1814,349.5,1586.9047,marker1
 3.1816,349.0,1584.6345,marker1
 3.1818,350.0,1589.1750,marker1
 3.1820,349.0,1584.6345,marker1
 3.1822,349.0,1584.9835,marker1
 3.1824,349.5,1586.9047,marker1
 3.1826,349.0,1584.6345,marker1
 3.1828,349.0,1584.6345,marker1
 3.1830,349.0,1584.6345,marker1
 3.1832,354.5,1609.9617,marker1
 3.1834,350.5,1591.4452,marker1
 3.1836,349.0,1584.6345,marker1
 3.1838,349.0,1584.6345,marker1
 3.1840,349.0,1584.6345,marker1
 3.1842,349.0,1584.6345,marker1
 3.1844,349.5,1587.2542,marker1
 3.1846,348.5,1582.3642,marker1
 3.1848,349.0,1584.6345,marker1
 3.1850,350.0,1589.5250,marker1
 3.1852,348.5,1582.7128,marker1
 3.1854,349.5,1586.9047,marker1
 3.1856,349.0,1584.9835,marker1
 3.1858,349.0,1584.6345,marker1
 3.1860,349.5,1586.9047,marker1
 3.1862,355.0,1612.2325,marker1
 3.1864,352.0,1598.6080,marker1
 3.1866,349.0,1584.9835,marker1
 3.1868,349.0,1584.9835,marker1
 3.1870,349.0,1584.6345,marker1
 3.1872,349.0,1584.6345,marker1
 3.1874,349.5,1586.9047,marker1
 3.1876,349.0,1584.6345,marker1
 3.1878,349.0,1584.6345,marker1
 3.1880,349.5,1587.2542,marker1
 3.1882,349.0,1584.6345,marker1
 3.1884,349.0,1584.9835,marker1
 3.1886,349.0,1584.6345,marker1
 3.1888,349.5,1586.9047,marker1
 3.1890,349.0,1584.9835,marker1
 3.1892,349.5,1586.9047,marker1
 3.1894,349.0,1584.6345,marker1
 3.1896,349.0,1584.6345,marker1
 3.1898,349.5,1586.9047,marker1
 3.1900,349.0,1585.3325,marker1
 3.1902,348.5,1582.3642,marker1
 3.1904,349.5,1586.9047,marker1
 3.1906,349.0,1584.6345,marker1
 3.1908,349.5,1587.2542,marker1
 3.1910,349.0,1584.6345,marker1
 3.1912,353.0,1602.7965,marker1
 3.1914,350.5,1591.4452,marker1
 3.1916,349.0,1584.6345,marker1
 3.1918,351.0,1593.7155,marker1
 3.1920,349.0,1584.9835,marker1
 3.1922,356.0,1616.4180,marker1
 3.1924,342.0,1552.8510,marker1
 3.1926,349.0,1584.9835,marker1
 3.1928,349.0,1584.6345,marker1
 3.1930,349.0,1584.6345,marker1
 3.1932,349.0,1584.6345,marker1
 3.1934,349.0,1584.6345,marker1
 3.1936,349.0,1584.6345,marker1
 3.1938,349.0,1584.6345,marker1
 3.1940,349.5,1586.9047,marker1
 3.1942,349.0,1584.6345,marker1
 3.1944,349.5,1586.9047,marker1
 3.1946,349.0,1584.6345,marker1
 3.1948,349.0,1584.2855,marker1
 3.1950,350.0,1589.1750,marker1
 3.1952,349.0,1584.6345,marker1
 3.1954,349.5,1586.9047,marker1
 3.1956,349.5,1586.9047,marker1
 3.1958,349.5,1586.9047,marker1
 3.1960,350.0,1589.1750,marker1
 3.1962,349.5,1586.9047,marker1
 3.1964,349.5,1586.9047,marker1
 3.1966,349.5,1586.9047,marker1
 3.1968,349.0,1584.6345,marker1
 3.1970,349.0,1584.6345,marker1
 3.1972,349.0,1584.6345,marker1
 3.1974,349.0,1584.6345,marker1
 3.1976,349.0,1584.6345,marker1
 3.1978,349.5,1587.2542,marker1
 3.1980,349.0,1584.6345,marker1
 3.1982,349.0,1584.6345,marker1
 3.1984,349.0,1584.6345,marker1
 3.1986,349.0,1584.6345,marker1
 3.1988,349.5,1586.9047,marker1
